Date,Description,Name,Reting,rating_count,reviews_count
 8 days ago,I bought this Groupon as a birthday present for my mom and I'm so glad I did because we had an absolute blast! The winery is super cute and the staff were all incredibly friendly and chatty during our tasting. The wine and the chocolate paired well and it was a fantastic trip. We will definitely be going back!,Jackie O.,5,1,1
" October 3, 2018",The chocolate was a nice add on to the wine tasting. It was a very pleasant experience and we will definitely return.,Heather T.,5,23,5
 a day ago,Great experience!!! I can't wait to return in the summer :),Ivory E.,5,3,1
" November 1, 2018",Nice comfortable setting to relax and the staff were very friendly and knowledgeable.  Would recommend it highly to friends.,Carol E.,5,2,2
" September 27, 2018","Wonderful setting, the staff are friendly and knowledgeable (especially Dan, a bartender), and we always have a great time when we are there!",Nadine P.,5,3,2
" July 27, 2018",We loved the whole experience! Beautiful place and the weather was amazing when we went. We would definitely go back!,Sumbal S.,5,1,1
" June 10, 2018",A really great place to visit. Great wines! Great scenes!,Stacy M.,5,2,1
" November 9, 2018","excellent service, live entertainment, great food and wine selections, loved everything!",Renee D.,5,10,8
" October 2, 2018",This is a great place to get away from the crowds in the mall. The staff are great and very knowledgeable. There was also live music.,Megan J.,5,26,15
 2 days ago,Great place. They even had a singer that night.,Xavier M.,5,5,3
" February 28, 2019","Wine tasting was great, munched on cheese plate & hummus plate which was delicious. Would definitely go back. Have been going to Old York Winery on Amwell Rd. for years. Great addition to the mall!",Pam W.,5,25,4
" February 26, 2019",The wine was delicious and our server was the sweetest person and helped recommend some great wines for us.,Carol H.,4,3,1
" February 16, 2019","Love that place. The wine, the scenery...a little taste of a typical European winery. Go there!",Sherry D.,5,6,5
" February 9, 2019",Love this place can’t wait to check it out this summer,Kia M.,5,4,1
" February 4, 2019",Staff was helpful. Had lots of choices for wine tasting. Would go back again,June S.,5,27,11
" February 2, 2019",Well worth the money,Lindsey B.,5,1,1
" January 29, 2019",Always a good time! Yummy wine and friendly staff!,Nadia K.,5,1,1
" January 16, 2019",Good wine tasting and it's convenient,Denise S.,5,39,25
" January 3, 2019",Not worth the tasting - they did not clean out the glasses & it was all one ounce pours.,Nayad M.,3,1,1
" December 28, 2018",Nice wines and entertainment. Servings were small compared to other wineries.,Jim S.,4,3,3
" December 19, 2018",Excellent experience and customer service. A place to go back!,Alexander G.,5,1,1
" December 5, 2018",Awesome!,Christine A.,5,1,1
" November 28, 2018",Very friendly and knowledgeable staff.  Worth the trip to enjoy a glass of wine outdoors and take in a beautiful local winery in a peaceful setting.,Jack V.,5,10,5
" November 28, 2018",Charming corner in the mall. Staff was very friendly and helpful. Nice spot to enjoy local wines.,Linda V.,5,5,4
" November 4, 2018",Great place. Great wine and relaxing atmosphere,Wayne S.,5,4,3
" November 1, 2018",One of my favorite tastings! Beautiful scenery as well. Staff is great!!,Barbara F.,5,7,2
" October 31, 2018",This winery is so beautiful! The scenery is lovely and the staff was great to converse with. I can’t wait to go back!,Shoshana R.,5,2,1
