Date,Description,Name,Reting,rating_count,reviews_count
" June 6, 2018",Awesome . Ask for Danny he was so much fun . We are coming back,Jennifer L.,5,1,1
" December 16, 2018","Beautiful winery, great wines.  Our wine expert was Shaun and he was an expert!  He was very attentive and so nice.   Would definitely return.  Our experience was awesome!",JANE W.,5,1,1
" January 30, 2019","Love coming to Valenzano with my friends. It has a great atmosphere, the wines are great and the staff is always so friendly. They also have a food menu and everything is good but the cheese platter and cheese steak dumplings are my favorites so far.",Maria B.,5,29,21
" January 21, 2019","Great place, great value, great service.  Great wines for every palate.",Susan L.,5,6,5
" December 1, 2018","Great food, great wine, great ambience!!!",Audrianna M.,5,60,24
" February 18, 2019",Great experience! John did a wonderful job explaining each wine.,Jo-Anne P.,5,3,2
" December 6, 2018",Valenzano’s wine tour and tasting was amazing!! Danny made the whole experience super fun and really did a great job giving us ideas of wine pairings with every day foods!! My husband and I are looking forward to scheduling our next tasting there soon!,Christine F.,5,2,1
" October 14, 2018",Had a great time.  We loved the folks there and the wine was good,George P.,5,24,15
" March 20, 2019",This was awesome! We thought we were going to take a tour and taste a couple of wines with some cheese. We actually tasted15 wines with not only cheese but with pasta candy cinnamon buns! Can’t wait to do this in the summer!,Nancy M.,5,3,2
" March 5, 2019",We had an awesome experience at Valenzano Winery!! The tour guide was very entertaining and the staff was friendly and engaging! Not to mention the delicious wine and food!! Will definitely go back and recommend this for date night or girls trip!!,Patrice,5,7,2
" March 5, 2019",Absolutely the best wine tour we have been on. They way they present each wine and par it with different food is amazing.,William S.,5,2,2
" January 15, 2019","The tour guide, Dan was amazing.  He was knowledgeable in the process of wine making and in the pairing options to go with specific wines.  The wines were delicious, and there is a variety to choose from. Love it there! Can't wait to go back in March!",Candice D.,5,2,2
" December 12, 2018","This is by far the BEST Wine tour and wine tasting extravaganza! That’s correct, EXTRAVAGANZA! Danny puts on an amazing, knowledgeable, informative and entertaining show. Tidbits of food are incorporated with some of the wines with explanations as to their parings. If you’ve never been to Valenzano’s you don’t know what you’re missing. Their wines are many that will satisfy all tastes.",Carol S.,5,8,5
" December 6, 2018","I have been to Valenzano four times through Groupons (currently planning a 5th) and it never disappoints! They truly make you feel like you are apart of their family, not to mention the wine is delicious! I did the guided tour with Danny three times, it’s great because they change up the pairing based on the season. Not to mention Danny is so energetic and welcoming! Highly recommend!!!",Allison B.,5,4,2
" November 21, 2018",It was informative and the wines were excellent.,Mary J.,5,1,1
