Date,Description,Name,Reting,rating_count,reviews_count
" December 31, 2018","Have attended this event three times in the past. The event was particularly unorganized this year with long wait times at each station. Event organizers did not assist to remedy the situation, seemed unprepared for the crowds and generally unaffected by the customer complaints during the event. It’s sad as the wines are typically very good.",Lisa Y.,3,4,3
" July 25, 2018","Jazz at the Grill was a beautiful setting amongst the vines, ponds and rolling hills. Food was great ( though the antipasto overpriced for the 4 pieces of bread, 4 slices of salami, 4 olives and four marinated pepper slices for $15), wine was flavorful and the music entertaining.",Jami W.,5,6,5
" January 6, 2019","The staff was super friendly and knowledgeable.  The wine was delicious, and the views from the lounge were lovelt",Jennifer G.,5,1,1
" November 26, 2018",This was our second time at the Millbrook Winery.  Their wines are quite good.  The tour was fun and informative.  This time around the place was hectic due to an impending wedding that day.  We'll be back again.,Michael V.,4,2,1
" October 23, 2018","Had a great time. Tastings were enjoyable, staff was knowledgeable, and the scenery was beautiful.  Cant wait to go back to sit around the fire place!",Sbreit_30,5,3,1
" October 6, 2018",Wonderful wine and the people there are great! Enjoyed the wine tasting and the relaxing view. The art gallery upstairs was interesting.,Idalia D.,5,5,2
" November 21, 2018",Very informative. Great views. Friendly staff.,Dennis E.,5,8,7
" September 19, 2018",Millbrook Winery's staff is wonderful and knowledgeable! I took my husband and my daughter and her boyfriend! We brought a wonderful picnic. We bought a bottle of red wine for our picnic right at their premises! It had poured about two hours before and we almost canceled! But everything had cleared up and we had a lovely picnic. Then we did the wine tasting of at least 6 to 8 wines. We got to keep the wine glasses. We bought several more bottles. We sat outside under the patio and listened to the Jazz band. We had a wonderful time!,Benedetta N.,5,4,2
" August 2, 2018",Great place to enjoy great wine  and phenomenal scenery  visited many times plan to continue,Phyllis C.,5,10,8
" July 29, 2018",The Pinot Noir was excellent. What a fun way to enjoy good wine and good music!,Kathi F.,5,1,1
" August 6, 2018",The wine tasting was informative and the wines were delicious.  We were disappointed that we arrived too late for the tour.,Kathleen P.,5,3,3
" August 23, 2018","Good wine, good people, great place to relax and  have a glass or two with friends or a loved one.  Also worth trying the reserve tasting.",Rob C.,5,14,2
" November 17, 2018","Wonderful experience, will be back in the warmer months",Quwayne P.,5,1,1
" February 25, 2019","Took some out of town friends for afternoon tasting.   Staff very friendly and knowledgeable.  After tasting went upstairs lounge, nice fireplace, very cozy.  Beautiful outside deck overlooking vineyard.  Will return in warmer weather to enjoy that.  Definitely recommend. Everyone in group enjoyed.",Patti S.,4,4,3
