Date,Description,Name,Reting,rating_count,reviews_count
" June 6, 2018","Great food, great service!",Danielle D.,5,7,2
" June 4, 2018",Nice place and good service,Inna A.,5,23,6
" June 3, 2018",The service was excellent and food great.,Roxane W.,5,1,1
" June 2, 2018",Food is great and the staff is very nice!,Amy G.,5,13,4
" June 2, 2018",Fun service.  Wine tasting was very good.  Dinner was good.,Steve H.,4,48,15
" August 11, 2018","The food was good and the staff was friendly. It was a nice atmosphere. My biggest qualm is when I reflected, my waitress charged us approximately 35% in gratuity. While I never have a problem paying gratuity, it was not communicated that that would be automatically added to our bill. Additionally, I believe standard gratuity is between 18-22%. 35% is excessive and I feel taken advantage of.",Cadacia T.,3,11,8
" September 2, 2018","The ambience was nice and the staff were very attentive and friendly. My complaint is that on the Groupon itself it doesnt tell you that you'll be charged gratuity based OFF OF THE PRE-DISCOUNTED value, until AFTER you purchase the Groupon and there's a subsection under the redemption code. The food was eh. For the total spent, I'd go to a hibachi next time. Wine was budget wine, good to cook with",Ted M.,3,3,3
" August 13, 2018","The food is decent, the wine is of the cheap variety. Writing this to say: as an establishment if you are going to run a Groupon deal to ""enjoy"" your experience, it would be appropriate not to treat guests using it like less-than-customers. You're literally running this deal because you need the business...but the employees don't act like it. Very dismissive. Seems like they don't prioritize people who use the deal, which by the sounds of it from table to table, is the main reason people are there. Further, I don't like people touching my phone. I don't know who hurt the waiter but he is insistent on touching your phone and hitting the groupon voucher himself. Maybe don't treat people you've invited to your establishment via Groupon like they're trying to get one over on you? The whole experience was stiff.",Kerissa K.,3,4,2
" September 30, 2018",Me and my boyfriend had a wonderful experience ..the staff was very helpful kind and welcoming..i couldnt pull up my groupon voucher but the staff were kind enough to allow me to charge my phone and provided a charger ..great food and i was able to take a bottle of wine home ...other couples sitting next to us were very nice as well ...im def going to go back ....awesome deal,Lakeia T.,5,2,2
" October 8, 2018","2 drinks and bottle of wine pretty good , dinner was really really small , lucky I had a big lunch . Anything like potatoes, rice, etc was a lot extra. Without groupon would have been over a hundred without tip . Bottom line ok with Groupon , no way without lol",Michael E.,3,3,3
" December 9, 2018","The food was good. However beware, there is a sneaky tip the owner tries to include at the end. Be sure to pull out your calculator and do the math. The tip was 40% (yes 40%!!) of the $50 Groupon price. He charged a $20 tip on the $50 Groupon.",Krystal B.,4,1,1
" March 3, 2019","At first I was skeptical because  I saw a review on how they were charged $40 as a tip after they paid but I didn't have that happen to me. This was fun, the wine was good, the food was good, the waiter was nice. Overall I'd say it was great we even got two bottles instead of just one to take home which was nice. Def will be back with some friends.",Valarie A.,5,1,1
" February 11, 2019",Decent wine. Deceiving in that we had to pay the suggested gratuity which is ridiculous and should’ve been clearer on the groupon.,Hollie H.,3,1,1
" March 9, 2019","Great intimate experience! Went here on a date night with my husband and we love the service!!!  Wine tasting was very nice, food was good, the restaurant was very clean. For desert we had the cannoli-Yummy!!!!!  What makes this place so amazing was the service! I have already asked my husband if we can go back.",Niki N.,5,20,8
" October 22, 2018","Food was amazing, Wines were great, service was impeccable. Will definitely go back!
Best Groupon offer ever!!",Wendy,5,9,6
" August 27, 2018",The brunch at 1742 Wine Bar is great! We've been there four times. The food is delicious and the staff is great. We will be going back going for sure!,Brenda G.,4,8,7
" April 1, 2019","Amazing experience great atmosphere,  food, wine and staff was sit down with you friendly.  They went over the top to make sure you had a great experience.",Michelle V.,5,1,1
" August 15, 2018",Very nice experience!  Good food & wine and friendly staff.,Jack V.,4,10,5
" February 14, 2019","Apps were good, entrees were AMAZING, and the wines all tasted great! Such a great deal, especially because you can choose which wine from the ones you tasted that you want to take home. We also ordered the tiramisu, which was probably the best we've ever had. Great experience in a cute part of NY.",Yliana,5,1,1
" September 16, 2018",Waitress was the best..food was excellent! Will come back again...the prices are amazing for the quality,Isamilly M.,5,3,3
" December 20, 2018","Quirky little NY place. Excellent service, good wine and food. Great price. Also one short block to the subway. Check it out!",Marsha M.,5,12,8
" March 31, 2019","Great food, wine, and service.",Trevor C.,4,1,1
" March 31, 2019",Amazing service. Food was exceptional and the wine was soo good! Will return asap!,Elizabeth C.,5,7,2
" April 3, 2019","cozy atmosphere, excellent service, and food was delicious.  will return.",Ann_Mari B.,5,30,13
" March 14, 2019",Not bad at all. Nice cozy atmosphere. Food was great. And the service was excellent. I would go back again.,Joseph K.,4,3,1
" January 21, 2019","I took a friend as a gift to 1742 Wine Bar. We had a good experience. The food was okay; I thought appetizer/s could have been better and larger portion. 

We would have preferred if we could have selected wines we wished to taste as opposed to wines preselected by wine bar.

Overall, we enjoyed our time at 1742 Wine Bar.",Ivette D.,3,4,4
" September 19, 2018","This was our first time there and the service was prompt and very pleasant. Great wines, the food was excellent in a casual NON rushed fashion. Needless to say, we enjoyed it very much. Plus we got to pick a wine from the tasting menu to take with us. We were in from Boston and this will become one of our regular places when we visit NYC.",Ross M.,5,9,5
" August 27, 2018","They charge a mandatory extra $50, and I felt rushed in my time there and the wines were decent.",Rohan P.,3,1,1
" March 20, 2019",It was a great experience. The food and drinks were delicious. The service was very good. I would recommend eating and drinking there.,Rene S.,5,1,1
" March 27, 2019","I've been here 6 times, just did my girlfriend's 13 person birthday brunch and the food is always awesome and the prices are always low low low and the service is always exceptional. And Tony is the man!  I'll be back 6 more times.",Willie M.,5,14,6
" February 14, 2019",I loved everything.  Food was great.  Wine was great. Staff were accommodating and attentive. Can't wait to go back.,Shanelle W.,5,4,2
" January 8, 2019","very good food, very good wine, very good service.  A bit away from everything else as it is in upper 90's - but definitely worth the trip!",Nancy H.,5,6,5
" February 25, 2019",Great food and wine! Nice atmosphere,Humming N.,5,6,5
" March 18, 2019",Great food. Great wine with great portions during the tasting. Place is small so I recommend reservations. I will definitely go back again.,Cecellia B.,5,2,1
" October 20, 2018","Did the wine tasting special. Loved the space, but it was rather noisey. Wines were very tasty and the pours were generous. Food choices were a bit limited, the portions were hearty, but nothing was anything special. Would I go back, though, which is the question? Yes, because the special was an excellent value. and at the end of the day, there was nothing to really complain about.",Jon S.,3,2,2
" December 18, 2018",food was just good. wine was better and service was the best,Lissette S.,5,1,1
" March 25, 2019","Great time.  Good food. Good wine.  Our waiter was knowledgeable and engaging.    Fun spring day in NYC.  Winebar completed our trip,",Wendy Y.,5,33,11
" March 3, 2019","Great food, wine and waiter!",Yelena S.,5,1,1
" February 16, 2019",Great place to have a intimate date! The staff was friendly and the food was good. We had to wait a while because  it was valentines day but the bartender gave everyone waiting  a glass of champagne on the house. I would definitely go back! And yes the place is small I saw a alot of complaints about that but I had a great experience.,Valerie H.,4,1,1
