Date,Description,Name,Reting,rating_count,reviews_count
" August 30, 2018","A perfect night sailing, lovely jazz and overall great experience! Would definitely recommend.",Jennifer,5,7,2
" September 14, 2018",A great sail.,Kay-Ann C.,5,14,11
" August 10, 2018","The cruise was fun, sexy and the night lights of NY & NJ were a sight to behold. The boat was not overcrowded though some people had standing due to limited seating. I did however go to the wrong marina to one of MBS’s other cruises. I thought I read carefully but maybe not...  so be careful u know which marina in this case it was Battery Park. I will be going on another cruise for sure.",Dawn M.,5,3,3
" October 12, 2018",Great ship...crew were very welcoming.  Thoroughly enjoyed the music and  3 hrs ride on the water.  Will definitely go again.,LIla J.,5,43,24
" December 1, 2018",Great experience,Kadidja G.,5,5,3
" November 3, 2018",great sailboat experience!!    Crew were very nice!!,Steve M.,5,3,1
" November 1, 2018",Beautiful night. Good drinks. Long enough time on the water,Kaitlinzielaznicki,5,1,1
" October 29, 2018",Surprisingly good food and amazing views of the statue of liberty and nyc skyline!,Kimberly M.,5,7,2
" August 17, 2018","We enjoyed the relaxed ambience,  great crew and friendly people that made the experience more than just a sightseeing tripQ",Michael Z.,5,1,1
" August 6, 2018",Nice way to spend an hour.,Carolyn S.,4,3,2
" November 1, 2018",There was no discount on this - price was same as purchasing directly,Roseanne H.,1,2,1
" June 23, 2017",Lots of fun! Great crew!,Marlene P.,5,15,3
" July 21, 2016",It was a wonderful ride sailing in the harbor between The Statue of Liberty and the VZ Bridge.  The crew was so welcoming and fun.  I highly recommend and would gladly at the next chance do again and again. A must do at least once.,Charlotte H.,5,3,3
" October 26, 2017",The boat was large so your up from the water and don't really feel like your on a sailing boat. The crew let you help with the sails and they had beer tasting. Great deal for the price.,Paul C.,4,2,2
" April 4, 2017",We all had the best time ever on Manhattan by Sail. The crew was so nice and friendly. We can't wait to do it again this summer. Cindy G,Cynthia G.,5,9,6
" July 30, 2016",Was a really good time! The captain and the crew were all upbeat which made for a great time. Would do again!,Tara,5,7,3
" October 6, 2017","Such a fun day!! Welcoming staff, beautiful ship with awesome views of Manhattan.  I would definitely recommend this trip!  We are looking forward to doing this one again!

Kim / Long Island",Kimberley J.,5,9,9
" September 11, 2017",The trip was very enjoyable.  Good views of the Statue of Liberty and the Freedom Tower.  The craft beer that was served were very good and they provided information on the types of beer they were serving.  They were very knowledgeable.,Maria C.,4,3,2
" July 26, 2017","We had a wonderful time! Beer was good with an interesting commentary on each tasting. Charcuterie was of a higher standard than I expected, very tasty! We can't wait for visitors so we can share it with them.",Karen M.,5,4,3
" July 3, 2016",Great tour,Vivi G.,5,4,2
" June 27, 2016",Very pleasant ride.,Krystle C.,5,45,28
" August 26, 2017",The experience at Manhattan by Sail was a fun and easy experience. The staff was very friendly and informative. My boyfriend and I would definitely do this again!,Lexi W.,5,3,1
" March 2, 2018","My husband and I couldn't have asked for a better time. The staff was great, so friendly and welcoming. You must try the cookies, there are decloious.",Rebecca B.,4,1,1
" September 12, 2016",It was amazing experience for a reasonable price + Beer cants go wrong!,Eleana L.,5,2,2
