Date,Description,Name,Reting,rating_count,reviews_count
" October 14, 2018",This was a worthwhile experience.  The wine was outstanding.  The ambiance was invitingThe staff was friendly and helpful.  They even worked to get us the best deal on wine!  Tomasello Winery at Abma’s Farm should see my return.,Vincent V.,4,3,1
" January 13, 2019","Such a great experience. Excellent selection of wines to sample and purchase. Very friendly staff, plus great discounts included with the groupon.",Brian T.,5,1,1
" February 15, 2019",It was a great experience excellent wine and wonderful hosts !!,Jennifer R.,5,1,1
" September 27, 2018",It was such a wonderful experience and I would do it again anytime. The wines are delicious and everyone was very knowledgeable about when they were serving.,Marcia K.,5,1,1
" November 22, 2018",Great wine and a great time!,Miranda S.,5,6,1
" October 27, 2018","The wine tasting takes place within the lovely market located in Abma's Farm. Our host was fun and informative. Several of the wines were new varietals for us, so the ability to taste was great. It was a great way to spend time on a gorgeous fall afternoon.",Linda B.,5,4,1
" October 4, 2018",That staff was wonderful and so was the wine! This was a great package deal!,Lauren S.,5,2,2
" August 20, 2018",Great selection of wines for tasting.  The wine is delicious.  And you get a discount on buying additional bottles.  A great value and a fun experience.,Lester A.,5,16,13
" January 16, 2019",Great overview of the products by your expert. Wine selection was good and very reasonable. The setting was so cute. Wonderful way to spend an hour!!!,Barbara W.,5,4,3
" October 4, 2018",It was great. I can't remember the girl who was our guide but she was terrific we all enjoyed the experience,Patricia R.,5,16,8
" September 1, 2018",It was a very nice experience. we tasted different types of wine.  The place was small  but we still had a good experience..,Margaret D.,5,2,1
" July 3, 2018",Great people and good wine,Stacie C.,5,3,1
" July 17, 2018",Excellent presentation and very amazing staff!,Elaine T.,5,15,9
" August 14, 2018","Had a PHENOMENAL experience led by the most incredible Jackie. She is friendly, knowledgeable, and made the experience fun and memorable.",Joseph B.,5,3,1
" June 26, 2018","Wonderful setting on a farm with lovely picnic tables and a petting zoo nearby. The wine tasting itself was super fun, the wine expert was very friendly and knowledgeable. The wine tote and glass were great keepsakes and of course the wines themselves were delicious. A fabulous time!",Stephanie C.,5,8,4
" September 1, 2018","Amazing! Friendly service! You'll come away with having tasted 5-1oz pours of a selection of many wines, 2 wine glasses, and 2 bottles of wine! Do not miss this!",Heather H.,5,1,1
" March 4, 2019","Awesome wine tasting! I went with my 3 girlfriends for my birthday and the man who did our wine tasting session, I believe his name was Michael, was so great! He was informative and so friendly. He truly made the experience worth while. Plus the wine was fantastic! We sampled so many different ones and most were delicious! The little farmer's market and small petting zoo were a good addition!",Yaribeth R.,5,5,3
" March 3, 2019",Michael was great.  Place was smaller than expected but we had a great time.  He was very pleasant and knowledgeable.  We will definitely be back.,Jessica A.,4,5,2
" February 12, 2019",Excellent service and wine selection.,Marija M.,5,27,17
" January 6, 2019",Excellent !!! .... Ask for Michael for your tasting session. He is awesome !!!,Carla D.,5,12,11
" December 28, 2018",Amazing! Will definitely be going back,Wesley L.,5,1,1
" June 18, 2018","Fantastic, quaint winery. Our (girlfriend and myself) tour guide (Lady with glasses. Hate that I can’t recall her name.) was humorous and personable. There are many choices to select from for sampling. We were given a bottle each to take home and we still purchased another. I’d certainly venture to Tomasello again.",Gus R.,5,1,1
" December 13, 2018","Great place! Loved their wine, staff is very friendly & accommodating! I will continue going to this place for a long time. It's a small area, wish it were bigger, but still cozy & we all had a great time!",Natalie D.,5,5,5
" December 5, 2018",Loves it!,Tammy M.,5,5,2
" December 1, 2018",Great selection of wines plus a very friendly and courteous staff.,James W.,5,4,3
" November 28, 2018",Very good deal!,Chip C.,0,8,10
" November 25, 2018","Went with my sister that flew in from out of town. The reservation started on time. Both men, forgot the names forgive me, were very attentive. Best experience ever. I have been to other wine tastings and the service doesn’t compare. Will return and have already told other friends to make reservations in advance because they book quickly. Everything comes as stated on the groupon.",Victoria R.,5,1,1
" November 20, 2018","Had an amazing time with friends, enjoyed great wines, paired with some of their cheeses...Delish! Staff is extremely friendly & knowledgeable on their wines. A small location but definitely don't mind it. Make sure to call ahead for reservations, makes it easier for them to give you the time you deserve! This was our 2nd time there & would definitely go back again. Dan was hands down awesome!!",Natalie D.,5,5,5
" November 19, 2018","Such a great selection of wines, and Aimee was wonderful about explaining them all to us and making suggestions. It’s also a great deal for the money.",Nina H.,5,57,28
" November 13, 2018","We enjoyed our time at Tomasello. We had a lot of fun tasting the wines and the staff there was very informative and extremely friendly. However, they were out of quite a few wines that we wanted to taste, so that was a bummer. Additionally, the bottle that I got to take home smells and tastes like burnt rubber, another bummer. So overall, a fun social experience, but not the best wine experience.",Jessica L.,3,1,1
" November 11, 2018",Always an enjoyable experience.,Theresa C.,5,9,8
" October 18, 2018","Nice interaction with Jackie, not pushy, asked me my wine preferences and let me taste whatever I wanted.",Jeff D.,5,17,11
" October 15, 2018","The only complain i might have is that the place is supper small and there are no seating, i did enjoy the wine and the people were friendly.",Kujtim N.,4,6,6
" September 29, 2018",The wine tasting experience was very good.  I like the way they took the time to go through what is included with the Groupon purchase before we got started.  Very comfortable and engaging . The locations seems a little remote but the farm had really great blueberry pies.  Food is a bit pricey  but good quality.  I left out a star because of the location and surroundings.,Esther M.,4,4,1
" September 23, 2018",They were great and the deal came with so much. It was perfect for my fiance bday wpuld purchase again,Tadi O.,5,4,4
" September 10, 2018","We had a wonderful time. The service was phenomenal, we're planning on going again soon.",Clarissa M.,5,1,1
" September 7, 2018",Amazing. They are so friendly and inviting. It’s indoor with plenty of activities to think about after. At least try it,NaJerah W.,5,6,5
" September 4, 2018",The have a small yet well-run operation at the farm.  If you follow their suggestions by reserving a time it helps everyone out a lot.  I found the tasting to be fair and comprehensive.,Bryan W.,4,75,54
" August 30, 2018","The service was amazing, the wine was delicious, and the overall experience was worth it!",Marisol G.,5,5,5
" August 27, 2018",Awesome new niche at Abmas farm love this place. So worth he Groupon,Al M.,5,30,23
" August 21, 2018",Delicious wine and a beautiful farm to visit!,Shea,5,6,3
" August 19, 2018","Took my mom here for her birthday. We had an amazing time. The person doing out wine tasting was so knowledgable and worked very hard to recommend wines to us based on our preferences. We ate lunch that we bought at Abma's outside at one of the picnic tables, and purchased a fantastic dessert after our wine tasting. We will definitely be back.",Sara S.,5,11,5
" August 19, 2018",The woman handling the wine tasting did an excellent job in explaining the types of wines.  She was very friendly and helpful.  I’ve already recommended this tour to friends.  I had previously bought one Groupon for my daughter & son-in-law who also enjoyed their tour a few months ago.,Nickie N.,5,5,1
" August 18, 2018",Very nice experience,Wendy L.,5,37,10
" August 6, 2018",It was amazing Jackie was awesome! Very knowledgeable will be returning soon.,Laura S.,5,7,1
" August 4, 2018",Excellent.  Staff friendly.  Will definitely return for more wine.  Highly recommend this place.,Kathy P.,5,48,16
