Date,Description,Name,Reting,rating_count,reviews_count
" February 19, 2019","The location was small and very crowded, however, the bartender and wait staff were quick to take our order and delivered it to where we were sitting. Food was very good.",Frank M.,4,7,4
" December 28, 2018",Service was friendly!  Ingredients for bites were fresh and delicious. A perfect wine bar. Will definitely be back.,Katherine E.,5,18,10
" July 16, 2018","Great wine, great food, and very knowledgeable staff",Amanda L.,5,2,2
" September 9, 2018","Really nice ambiance. Loved the food. Great service, great chef. Very nice bar manager. Perfect little spot in the west village for tapas and wine.",Shari T.,5,58,19
" March 27, 2019",Great Service.  Great Wine Bar!,Peter M.,5,14,8
" March 6, 2019",Cheese and meat plate was super fresh! So good!!,Karen L.,4,33,16
" February 21, 2019","Mind-boggling selection of wines and superb cheese, meat, and bread platter. Have never seen a Corsican wine on a menu in the states until I came here and it did not disappoint. Waitstaff is friendly and professional. I highly recommend it!",Chelsea722,5,1,1
" November 29, 2018","Great experience! Very busy, happening place with a great food  and drink selection. The Groupon can't be used for Happy hour prices, but with so much to choose from, and good prices already, that hardly matters. 

Anyway, this place comes highly recommended, check it out!",Alexander V.,5,1,1
" October 24, 2018",Great relax environment,Fanny R.,5,24,10
" October 11, 2018",Lelabar was a lot of fun.  They put a lot of love into their food.  The atmosphere was great and there is a terrific selection of wines.  We are going back!,Adam L.,5,15,11
" July 30, 2018",Cosy atmosphere! Great wine. Love the smoke salmon!   Classy yet comfortable place..,Laura,4,2,2
" March 18, 2019",Staff was excellent,Emanuel T.,1,38,3
" January 10, 2019",Thumbs up.👍🏽👍🏽👍🏽,Jose B.,5,8,3
" October 3, 2018",Quaint little nook on Hudson. Very soft ambiance & small but on point happy hour.,Devonne L.,5,1,1
" September 24, 2018",Nice wine bar. Tasty small plates of meat and cheese; decent wine.,Nataliya D.,5,1,1
" September 18, 2018",Awesome selection of wine. Place is small so get there early if you want a seat. Definitely plan on returning.,Michael C.,5,5,1
" September 1, 2018","small,  crowded, musuc a little high.  portion only ok.",Robert H.,3,39,26
" August 8, 2018",Our meal was so delicious!  The beet carpaccio with pistachios was fresh and light.  The chickpea salad had a nice crunch from the celery and a great smoky flavor from the smoked paprika.  Our favorite was the pressed prosciutto and cheese sandwich.   So so good!,Phyllis W.,5,10,4
" July 11, 2018","Cute little place. Everything we ordered (wine, cheese and meat, burrata, and sandwich) was delicious. We were a group of 4 people. Definitely will be coming back.",Kristy E.,5,3,2
" June 14, 2018","Nice experience. Great quality of good products. Very interesting wines, also great variety and quality. Quite noisy and tight space however.",Eramo A.,4,23,10
" June 14, 2018",Fun place for a Wednesday night! Not too loud. Better for small groups,Juvie C.,5,1,1
" May 18, 2018",Very delicious food and an extremely helpful staff. Our bartender went out of her way to help us. Will definitely be returning.,Daniel,5,1,1
" May 13, 2018",Great little wine bar gets very busy but service is still fantastic.,Anastasia B.,5,3,1
" July 14, 2016","Very comfortable wine bar, with many options and good bar food as well. Beware that the happy hour specials cannot be used with your Groupon. Best to let them know when you arrive.",Kevin K.,5,10,4
" March 16, 2017","The staff was knowledgeable and friendly, we tried some yummy cheese and cured meats and shared a bottle of lovely red wine.  The only thing I would not recommend is the bottarga, it may have been old, it was waxy and left a very bad taste in the mouth - otherwise, portions and cold cuts were really good.",Rosa G.,4,10,8
" July 22, 2016",Fantastic place. Solid bartenders. Great cheeses.,Riley R.,5,16,5
" September 10, 2016","Great wine selection, great service, good food, good vibes.",Rita M.,4,6,2
" September 1, 2016","Went here for my roommates birthday and it was an AMAZING deal.  Two huge glasses of good-quality wine, bartenders who knew what they were talking about, and an amazing cheese plate.  Very cute place with great ambiance.",Rachel M.,5,4,2
" August 15, 2016","Food and wine were great. Get there early because it fills up fast! Also, very difficult not to go over the value of the groupon.",Lauren O.,5,1,1
" June 8, 2017","The food was quite good and provided a change from our normal, but I was not a fan of the ambiance. It's just one small room with an oval bar in the middle and when we went it was filled with young women who were shouting to be heard over one another. The service was not too bad, but they were too busy than they could really handle and the man we first spoke with said we had to wait because we were using the Groupon.",Lydia B.,3,3,3
" July 12, 2016",great wine selection.,Raymond L.,5,10,6
" September 27, 2016",Took my wife to Lelabar and we had a great experience. Personable service. Simple ambiance where you didn't have to yell to hear your companion.  Good food (generous portions too).  Delicious and varied wine selection. A top notch experience.,Oscar G.,5,7,3
" August 26, 2017","The cheeses (from Murray's) were served too cold, but once left to settle down to a more reasonable temperature, were divine. Had a good bottle of rosé, copious bread from Grand Daisy, and attentive service—all made for a nice experience. Very loud ambiance, so if hearing your companion is important, go very early: 6pm. Lots of young women go there with their squads, so it's very chatty.",D O.,5,10,4
" November 26, 2016",Awesome place!  The staff is so nice and helpful and the food is fantastic!!,J D.,5,90,28
" October 31, 2016",Intimate wine bar - ambiance is great!,Denise D.,5,12,1
" September 25, 2016",The customer service was top notch! The atmosphere was elegant. If you like small intimate places this is the perfect spot! On a Friday night- it does get crowded- standing room only at some points.,Cierra B.,4,1,1
