Date,Description,Name,Reting,rating_count,reviews_count
" March 24, 2019",Sandcastle is a classy place with great wines and an excellent tasting experience. Very personable staff and funny yet informative tasting. Best one I have been to and I have done many in the finger lakes and Sonoma. Their Cab is delicious but a little pricey. Had my daughters wedding their 5 years ago. Great venue for that too.,Nathan B.,5,2,1
" November 12, 2018","My wife and I have been wine tasting in many countries all over the world. We love New Jersey, Pennsylvania, and New York wines. Sand Castle is a fun place. The owners are very experienced and pare their wine with chocolate, herbs and other interesting accompaniments. Their tasting is among the best that we have had.",LAWRENCE P.,5,2,2
" October 3, 2018",The experience was delightful!  The owners were knowledgeable and entertaining. The wine was excellent. We ended up buying a full case assorment.  Will definitely go back!,Cathy L.,5,12,6
" January 1, 2019",The staff was excellent and the wine was delicious!,Susannah P.,5,8,5
" September 24, 2018","Loved the experience! It was a lovely drive, beautiful vineyard, very experienced tour guide and delicious wines!",Mari S.,5,1,1
" August 24, 2018",The owners are wonderful. Tour was informative.  Wine was good.,Suzanne O.,5,5,2
" July 10, 2018","When to the wine tasting and a dinner and a show.  The wine was great and the food was excellent.  
Going back in Sept when family arrives from out of town",Maureen,5,5,3
" November 12, 2018","Our tour guide gave us about 12 or so samples! Cool experience, great tour guide. Beautiful rural area in Bucks County. Definitely check it out!",Samantha S.,5,2,1
" April 2, 2019",The wines all tasted so wonderful! Also beautiful scenery!!,Kristen M.,5,3,1
" September 4, 2018","Everything about Sand Castle was amazing!  From start to finish, the staff was very pleasant and personable. The vineyard and cellar tour was educational and interesting. The tasting was perfect.  We tried 14 wines with a few chocolates.  We were told about what food pairings go with what wines.  I do not like dry or red wines, but I loved several of theirs.  Alpine Spice is heaven in a glass!",Jennifer S.,5,7,7
" March 23, 2019",Great experience!,Hailey,5,2,2
" August 13, 2018","This winery was amazing, the hostess was very knowledgeable and the wine was amazing. We had a great time.",Wayne S.,5,4,3
" February 16, 2019","Delish! Knowledgeable, helpful people. Lovely experience.",Jennie D.,5,7,4
" January 15, 2019",The atmosphere at Sand Castle Winery is very inviting and the staff knowledgeable and friendly.  We enjoyed our tasting and the beautiful grounds.  The Port is amazing on a cold night while you’re sitting in front of the fireplace reading a book.,Lillian R.,5,19,11
" November 11, 2018",We were treated great we had an excellent tour of the winery and The sampling of wines were delicious. We would do this tour again.,Bob B.,5,6,6
" October 16, 2018","Excellent wines, fun tour guide.  Great time!",Deborah D.,5,2,2
" September 19, 2018","Great wines, what more could you ask for.",RON Z.,5,16,8
" September 3, 2018",Wonderful time .. great wine!!,Heidi H.,5,5,2
" August 29, 2018",The port is delicious but the other wines are fair... maybe that explains the speed round sampling after the tour...,Lynn B.,3,2,2
" August 27, 2018",The tasting was very informative and you learn something new about wine. Great tasting wines and I will definitely be back after I run out of the case of bottles of assorted bottles.,Juliana R.,5,3,1
" September 12, 2018",It was a great experience!  We plan to come back.,Diana G.,5,2,2
" August 6, 2018",Excellent wine,Karen E.,3,8,6
" August 17, 2018",The staff was very knowledgeable and professional. Enjoyed our visit!,Jane P.,5,1,1
" September 18, 2018",People were so nice.  The host of the wine tasting was very skilled in pairing various meals with the wines.,Michael R.,5,1,1
" August 14, 2018","The scenery here is breath taking. First, we were taken outside to see the vineyards then lead inside to see the cellar. Overall not too much exciting to see during the tour but the explanation was very interesting. At times in the cellar as it was hard to hear the guide. The tasting was very enjoyable. The host was amusing and almost all of the samples had pairings. Highly reccomended!",Heather H.,5,25,18
 2 days ago,Had a great tasting as always.,RON Z.,5,16,8
" March 23, 2019",Had  a nice time! People there were very knowledgeable and pleasant! Fun experience!,Kristina V.,5,3,2
" March 23, 2019",Excellent experience 👍🍷,Kevin B.,5,10,6
" March 19, 2019","Great people, great atmosphere, and great wine!",Jeremy M.,5,11,6
" January 26, 2019",Scott our wine master was great.  Good chef too.,Diane P.,5,3,1
" January 21, 2019","Great wine!! Great people, will be back!!",Denise D.,5,40,17
" January 15, 2019",Had such an amazing time!,Nichele C.,5,9,2
" January 7, 2019",My girlfriend and enjoyed our experience at Sand Castle Winery last month. Definitely would recommend anyone to attend!!,Toby J.,5,1,1
" January 7, 2019",We had a great time sampling 12 different types of wine that are made at this winery. Got to take a tour of the winery and saw where they store it. The owner Joseph was very sweet and kind when he gave us the tour. Magdalene was our host and she had a vast knowledge of wine and history about it. Provided helpful information around pairings that go good with each type of wine! I’ll be back for sure,Ebony E.,5,4,3
" July 21, 2018",Everything was great. They focused on us and we had a great time tasting the wines. Our tour guide knee everything about the venue and wine in general. Would do this again.,Britne V.,5,10,3
" December 17, 2018",Fantastic as always!,Jane E.,5,3,2
" December 17, 2018","Awesome time with the wife, great experience for any persons above 21. Excellent date.",Joseph L.,5,2,2
" December 12, 2018",Always have the best time here! My fav winery EVER!)),Lavarn H.,5,2,1
" November 21, 2018",Wonderful experience!!!,Rachel W.,5,1,1
" November 6, 2018",Nice selection of wines,Gwen M.,5,6,2
" November 6, 2018",Very impressive when you drive into the site.  They give you a tour of the facilities.  The vintner takes you upstairs for a formal wine tasting with explanations of each wine and pairs some wines with various chocolates and even a hot pepper corn.  Well worth the experience.,John B.,5,29,20
" November 5, 2018",Great tasting experience and enjoyed the tour.,Mike L.,5,6,2
" November 1, 2018",It was great.  Will definitely come back. Beautiful  just beautiful.,Doris R.,5,1,1
" October 30, 2018",Excellent place. All the workers are very nice. I would definitely go again. We’ve been here twice already.,Kelly F.,5,27,19
" October 24, 2018","The tour was very informative, and the tasting was generous. Our guide was pleasant and knowledgeable. If you buy a case, you receive a discount, and we were able to share the case with our friends who were on the tour with us to get the discount.",Paul B.,5,1,1
" October 12, 2018",Very short tour but some of the wine was pretty good!!,Alessandro C.,4,2,1
" October 3, 2018",I love this place!!! It’s my favorite winery.. I have recommended this winery to so many people. It’s beautiful and the wines are delicious... I her visited the winery is so many occasions and I will return again.,Lorna C.,5,19,11
" October 2, 2018",Lots of tastings. Very nice. A fun activity,Annette D.,4,1,1
" September 30, 2018",Very nice place and people there. The wine was great!,Sharon M.,5,3,2
" September 19, 2018","Lots for the groupon price! Beautiful views, great explanation of wines with chocolate and other complimentary snacks for the wines.",Jennifer C.,4,2,1
" September 14, 2018",Very good,William W.,5,1,1
" September 11, 2018",I thought the tasting was hurried. They did not give you anything to rinse your glass or cleanse your palate between tastings.,Charles H.,3,2,1
" September 11, 2018",It was. Wonderful Day! The Grounds are Beautiful & Wine tasting was so Delicious!,Denise D.,5,5,5
" September 10, 2018","People hosting us were very knowledgeable.
It is beautiful location and we enjoyed wine testing.",Ewa M.,5,16,8
" September 6, 2018","Great time, great wine, but I wish the tastes were a LITTLE larger!",Payton B.,5,1,1
" September 5, 2018",Loved it here. Such a great tasting.,Deidre H.,5,5,1
" September 3, 2018","We had a great time, beautiful place and very good wine.",Bukky B.,5,5,2
" August 27, 2018",We had an amazing time! The host was very sweet and quite knowledgeable about the winery and the wines.,Erin M.,5,3,1
" August 26, 2018",Great place and the man that gives the tastings is worth the price of admission alone!  We go often and like doing a tasting then ordering a glass of wine and a cheese plate to just sit and relax!,Jim B.,5,2,1
" August 22, 2018",Good wines and a beautiful view. Friendly and informative staff.,Howard M.,5,1,1
" August 20, 2018",Excellent!,Marcie W.,4,2,1
" August 17, 2018","The vineyard was beautiful, the wines were delicious and the staff were all very kind and very knowledgeable!",Heidi C.,5,1,1
" August 15, 2018","Nice tour for the price, although they seemed more interested in sales than the experience. Some food even at an additional price would’ve been nice. Just ok, but beautiful grounds.",Doug W.,4,1,1
" August 13, 2018",Some of the best wines I have ever tasted.,Debbie A.,5,16,5
" August 8, 2018",A great experience and  tour! An executive chef showed us the winery and did the tasting. It was a unique experience- he gave recipes along with each pairing. He had a very good sense of humor and really got our diverse group engaged! Everyone else at the winery was very hospitable. Our whole group has asked that every time they come to visit that this be one of the outings!,Carolyn A.,5,1,1
" August 7, 2018",Very good selection of wines.The location is really nice.A very nice experience,Brian W.,4,1,1
" August 1, 2018","small, quick, nothing special; some of the wines were yummy but too far for us",Anthony R.,3,1,1
" August 1, 2018","Informative tour, fantastic wine!  Highly recommended!",Sarita H.,5,3,3
" July 26, 2018",Enjoyed the time with the owner discussing wine and his stories.,Craig F.,5,2,1
" July 16, 2018",We go every year and it’s always a great drive.  The view is amazing and love their wine.,Chris L.,5,3,1
" July 16, 2018",Fun activity for a group of us girls. We enjoyed ourselves and had a good time.,Xyz,5,1,1
" July 11, 2018","Great place, very informational , beautiful location . Great wine !",Giselle O.,5,1,1
" July 5, 2018",I've done this Groupon twice. Both times were awesome. My family truly enjoyed it. A five star experience?,Selean J.,5,1,1
" July 3, 2018",We loved the Cabernet Sauvignon!,Laura M.,5,3,3
" July 2, 2018",It was very informative. We did a wide variety of tastings. We had a young gentleman educate us on the wine making process.,Robin P.,5,2,2
" June 20, 2017",This winery is incredible! It is really neat to experience the cellar and the see the barrels of wine and hear about the process for yourself. The tasting and the wines are amazing as well! I've done several wine tastings and this is the best there is! They also give you several liberal samplings. I believe I had 12. All within a beautiful area; gorgeous landscape. Three only winery in this area worth visiting!,Lisa S.,5,2,1
" November 19, 2018",It was very dated and not well maintained.  The wines were not great t say the least.  The only saving grace was the somalier - he was pleasent and entertaining!,Debbie C.,1,8,6
" June 20, 2018","This is my favorite winery. I really enjoy the wine, the view and also how great and accommodating the staff is.",Lorna C.,5,19,11
" June 20, 2018","We were urged to sample all the wines. They were excellent! The tour was very informative, our hostess was so kind and accommodating. We’re looking forward to returning!",Maryann C.,5,3,2
" June 18, 2018",A beautiful place with excellent staff and excellent wine !,Ed B.,5,6,4
" June 17, 2018","Our tour guide was knowledgeable about the grapes, and it was a pleasure to see how the different wines are made. The tasting was really nice too, lots of nice wines. My only preference would be to have cheese or something to go with the wines. That is a nice feature of some of the wineries where we have done tastings .",Jennifer C.,5,2,2
" October 15, 2018",It was an awful experience and their wines are all so sweet.  They rushed through every wine.,Carmen T.,1,2,2
