Date,Description,Name,Reting,rating_count,reviews_count
 6 days ago,This was my favorite Groupon that I have purchased to date. The staff was so welcoming and attentive. The wine was delicious and the espresso cheese was great! I would go back every month if we lived closer. Will purchase again,Cara N.,5,1,1
" March 17, 2019",Lovely experience. Wines were delicious. Atmosphere was comfortable and relaxing. Will definitely return.,L.B. P.,5,2,1
" February 19, 2019","The tasting room is wonderful - rustic, cozy, welcoming, comfortable, etc.  The staff were friendly and helpful.  The wine, of course, was delicious.  This is a place I want to go to every weekend to chill with friends!!!",Stacey C.,5,8,6
" March 23, 2019",It’s a beautiful winery with a whole lot of amazing wines. They manage to get flavors from grapes never thought possible.  Loved it!  Our hostess was so attentive and knowledgeable. Taking my parents back next week!!!,Sue D.,5,7,6
" August 12, 2018",This has been our favorite winery that we have tried in South Jersey.  The atmosphere is cozy and intimate and the staff was very nice. The food was great! We really enjoyed the wine and the cute kitty that graced us with her presence! They even have a shuffleboard table...Highly recommended and we will return.,Suzanne P.,5,11,9
" March 5, 2019",Awesome creatively crafted wines.  Super music to enjoy with a glass or two A really friendly group of servers which make the visit pleasant and makes you want to return again.,Maureen N.,5,10,9
" March 18, 2019",Great spot to hang out and drink wine with friends! Super friendly staff!,Danielle D.,5,1,1
" March 25, 2019","This was my 3rd time to this Winery and have been at several wine festivals also...And would rerecommend the majority of there wines. In fact have given these wines as gifts several times.However*Skip this one! Groupon doesn't save you anything! Extra $10 for full tasting. And Groupon users clearly got smaller pours. Food offerings are Poor!  Had stuffed pretzel (microwaved) & crustless quiche( i
Which is a small round scrambled egg microwaved) But at least it made us laugh...don't plan on sharing .No cheese,fruit,or crackers on menu like most wineries. Oh and our server informed us they don't give out small plates to eat off of unless the customer request them.We did enjoy the live music thou.",Nadine B.,2,4,2
" June 19, 2018","Wine was delicious, staff was friendly and knowledgeable. Will be returning.",L. P.,5,5,3
 7 hours ago,"This place is great, the people are so sweet, and the wines are even better!",Shana C.,5,4,2
