Date,Description,Name,Reting,rating_count,reviews_count
" October 5, 2018","Great time with great brews!  Friendly staff they offered to swap the Groupon deal with the free growler for a free pint glass of theirs or a free pint of beer on them which was cool cause some people have a lot of growlers already.  Great selection of beer which is always good cause not everyone enjoys the same beer.  The bartender was very friendly and very knowledgeable on the beer as well as the beer process which is always a plus! The building appears to be an old bank given the tiled ceiling and volt door they have in there.  The high ceilings seem to increase the notice level so if your looking for a quiet nook this isn't your place.  I would say it's not really kid friendly given how it's set up.  Very enjoyable time and I would reccomend keeping this on your list of things to do in Hackettstown, nj",Aaron P.,5,1,1
 7 days ago,Great beer and a cool place to hang out!,Lindsay M.,5,9,7
" April 3, 2019",Great time! Great beer!,Ted B.,5,6,3
" March 22, 2019",Great beers. Fun atmosphere.,Susan B.,5,2,2
" March 22, 2019",Fun place and awesome service!,Maria,5,5,2
" March 21, 2019","Great place to spend a weekend afternoon.  Staff is great.  Beer is better.  Just enough selection to find a number of quality brews for whatever taste you are looking for.  IPAs, Ales, Stoudts and more.  Joe is an encyclopedia of beer knowledge.  You will not be disappointed.",Patrick T.,5,4,1
" March 17, 2019","Great space, nice people. Good beer, will def go back to see what coming next!",Emily P.,5,6,5
" March 7, 2019",Awesome,Beatrice B.,5,2,1
" February 3, 2019","Been to the brewery before for a quick pint, but decided to bring my love for a full tasting.  Great choice!
Beer is great, new look is adorable and the staff, especially KristIN was friendly and welcoming (unlike other establishments in the vicinity). 
Great job Manskirt, you’re at the top of my list of NJ breweries!
Ps. Kristin also give a great “tour” ;)",Colleen R.,5,7,2
" February 2, 2019",This place was so cute and the staff was very friendly. The beer was also good! Great place to spend an afternoon! Would def recommend,Anne A.,5,1,1
" January 16, 2019","Their was no tour, the guy behind bar just said out loud, there it is right behind you. He beers were delicious. I lived how it’s an old bank and we brought wings in from Marley’s. And dog friendly",Eireann F.,4,9,5
" January 6, 2019","Great beer, place and people",Daniel,5,21,7
" December 30, 2018",excellent beers and staff,Dawn R.,5,8,3
" December 30, 2018",Good beers. Had to keep young bartender aware of my groupon. Tour was...look over there.,Curtis K.,4,6,4
" December 11, 2018",Joe and Anthony were a pleasure to be around and made the experience fun for all. The beer was delicious and the ability to order our food and bring it in was the cherry on top! Absolute must stop for any beer lover around the area. We will definitely be back.,Theresa M.,5,15,10
" December 9, 2018","Great space, great beer selection. Accessible parking, close to restaurants.",Sue L.,5,18,9
" December 8, 2018",Such a cute and friendly brewery! Met the owner who was very interesting to talk to! Will be back.,Amanda J.,5,1,1
" November 25, 2018",Great beer,Mildred D.,5,3,1
" November 23, 2018","Fantastic!  We took two friends here in May and took two others just now in November. Great staff, the Brew Master is so nice & the crowd is chill. Great place and Great beer. We’ll be back!",Tina S.,5,5,3
" November 22, 2018",Nice relaxed atmosphere.  The beer sampler was great.  Great deal with the 2 growlers to bring beer home.,Johnny C.,5,2,1
" November 17, 2018",Great experience. Joe is awesome. Take the extended tour!,Alicia S.,5,1,1
" November 11, 2018",Beer was great! Location is very convenient. Suitable for large parties. I highly recommend.,Jefferson L.,5,2,1
" November 7, 2018",Very nice selection of beers. Relaxed atmosphere. Nice way to spend a couple of hours on a weekend afternoon.,Mary E.,5,42,12
" November 1, 2018",Good selection of brews with great taste...would benefit from some finger food to help with flights ...come out to see the range of offerings,Paul V.,4,13,10
" October 28, 2018","Really good beer and friendly service! Relaxed, hanging out kind of atmosphere",Patti S.,5,8,5
" October 28, 2018",Beers were outstanding. Such a great variety. Bar staff was pleasant and informative. Loved the atmosphere. Will be back!,Christina J.,5,11,3
" October 27, 2018","Nice place - will be back. Great staff, great beer and fun time",Karl S.,5,5,3
" October 25, 2018",Great beer.  Owner is awesome.  Great guy,Kyle S.,5,10,5
" October 20, 2018",Great place great service,Matt P.,5,2,1
